Date,Close,High,Low,Open,Volume
03/04/2020,56.31151962,57.24120601,55.76237311,56.70430508,4600
06/04/2020,60.32131958,60.32131958,59.4782901,59.61487066,900
07/04/2020,60.44188309,62.38415044,60.44188309,62.38415044,1900
08/04/2020,62.24003601,62.24003601,60.93828259,60.93828259,4000
09/04/2020,63.1395874,63.66518422,62.87396475,63.16596138,7000
13/04/2020,62.75903702,62.88337559,62.01585137,62.73266304,13200
14/04/2020,64.65044403,64.65044403,63.83944055,64.39989122,2200
15/04/2020,63.21213531,63.63694339,63.21213531,63.63694339,2100
16/04/2020,63.74523926,63.74523926,63.1094324,63.33549403,2900
17/04/2020,65.26646423,65.26646423,64.62029456,64.87744445,1800
20/04/2020,64.27837372,65.01213805,64.27837372,64.70130598,5000
21/04/2020,62.39357376,63.17632046,62.25228252,63.17632046,27200
22/04/2020,63.67083359,63.67083359,63.15654098,63.18479779,6800
23/04/2020,63.57853317,64.26802959,63.57853317,63.96661161,1200
24/04/2020,64.3575058,64.51292545,63.53331524,63.53331524,2300
27/04/2020,65.48310852,65.48310852,64.72014591,64.72014591,19400
28/04/2020,65.14873505,66.30260044,65.14873505,66.30260044,3300
29/04/2020,66.97889709,67.09381434,66.65769509,66.65769509,1600
30/04/2020,66.23665619,66.5710452,66.15188576,66.49757175,12100
01/05/2020,64.1352005,64.83505955,64.045723,64.83505955,1700
04/05/2020,64.45075989,64.45075989,63.68402441,63.79705884,1500
05/05/2020,65.09315491,65.72801328,65.09315491,65.42659533,5100
06/05/2020,64.70789337,65.54715359,64.70789337,65.54715359,1400
07/05/2020,65.32015228,65.76568567,65.32015228,65.370076,10200
08/05/2020,66.55596924,66.68878774,66.29317085,66.29317085,3300
11/05/2020,66.70290375,66.78296709,65.92580569,66.13303184,1000
12/05/2020,65.39173889,66.21216369,65.39173889,66.21216369,700
13/05/2020,64.07962799,65.27588557,63.85356634,64.82375508,9500
14/05/2020,64.78888702,64.78888702,63.08116866,63.08116866,2400
15/05/2020,65.10067749,65.10067749,64.48465468,64.48465468,700
18/05/2020,67.34437561,67.44233304,66.71704852,66.71704852,2300
19/05/2020,66.60024261,67.34813539,66.60024261,67.20590274,2400
20/05/2020,67.5977478,67.7154893,67.38581455,67.48000631,4800
21/05/2020,67.21627045,67.67781513,67.08534195,67.67781513,3900
22/05/2020,67.10228729,67.13148552,66.79992795,66.87716706,2200
26/05/2020,68.0093689,68.50199456,68.0093689,68.47373775,2200
27/05/2020,68.97201538,68.97201538,68.17702325,68.89289345,8600
28/05/2020,68.80060577,69.60878514,68.80060577,68.91175739,4500
29/05/2020,69.35443878,69.35443878,68.06399676,68.50670587,8400
01/06/2020,69.50421143,69.50421143,69.22068758,69.25082721,2500
02/06/2020,69.89606476,69.89606476,69.51458345,69.54284026,4800
03/06/2020,70.92841339,70.92841339,70.5789546,70.5789546,5200
04/06/2020,70.62606049,71.14411874,70.62606049,70.85212214,5900
05/06/2020,72.52500153,72.76142595,72.29328417,72.36864046,10700
08/06/2020,73.64024353,73.64024353,72.83960277,72.84901692,13600
09/06/2020,73.09864044,73.3294092,72.7642514,72.99031308,7900
10/06/2020,72.86878967,73.38591365,72.6606221,72.95921576,7400
11/06/2020,68.36541748,71.09324852,68.36541748,70.6448909,22900
12/06/2020,69.35915375,70.17862986,68.14876787,70.17862986,6600
15/06/2020,69.76325226,69.85367836,67.66838929,67.66838929,8800
16/06/2020,70.98400116,71.48322401,70.56954875,71.48322401,2400
17/06/2020,70.89073944,71.26468221,70.8803767,71.26468221,1300
18/06/2020,70.85964966,70.85964966,70.30579612,70.30579612,1100
19/06/2020,70.61857605,71.48646458,70.57981377,71.45904824,3500
22/06/2020,70.84263611,70.90598005,70.01823436,70.15910286,8300
23/06/2020,71.31440735,71.73606083,71.31440735,71.45622077,7000
24/06/2020,69.46422577,70.90598218,69.14751325,70.90598218,4400
25/06/2020,70.28105164,70.28105164,69.06242015,69.06242015,1900
26/06/2020,68.49611664,70.22527934,68.49611664,70.22527934,1200
29/06/2020,69.29122162,69.29122162,68.49518102,68.49518102,1600
30/06/2020,70.69799042,70.69799042,69.23260444,69.23260444,1100
01/07/2020,71.12719727,71.27468001,71.05534207,71.06668801,1900
02/07/2020,71.57722473,71.8513954,71.57722473,71.8513954,1000
06/07/2020,72.70132446,72.70132446,72.34111797,72.34111797,500
07/07/2020,71.95635223,72.68337241,71.95635223,72.68337241,1000
08/07/2020,72.52832794,72.52832794,72.05751109,72.44701657,3900
09/07/2020,72.20498657,72.20498657,71.96863328,72.02157618,1200
10/07/2020,73.13906097,73.13906097,72.47538478,72.47538478,3100
13/07/2020,72.3950119,74.24329641,72.3950119,73.68077441,4500
14/07/2020,73.29503632,73.29503632,71.82302898,71.82302898,1500
15/07/2020,73.7885437,74.22437772,73.28746875,74.22437772,4900
16/07/2020,73.51911163,73.51911163,73.06153055,73.06153055,2400
17/07/2020,73.69966125,74.12036969,73.53421112,74.12036969,6800
20/07/2020,74.58269501,74.59309605,73.50586953,73.50586953,3700
21/07/2020,74.47302246,74.94288708,74.47302246,74.94288708,4800
22/07/2020,74.89280701,74.89280701,74.41347889,74.62241586,3700
23/07/2020,73.9974823,74.78217693,73.585285,74.78217693,3300
24/07/2020,73.16360474,73.38294264,72.8818678,73.03313731,2500
27/07/2020,73.86985016,73.86985016,73.27896701,73.27896701,1200
28/07/2020,73.32056427,73.97857094,73.32056427,73.84621369,9300
29/07/2020,74.11566162,74.18184025,73.77058784,73.77058784,5700
30/07/2020,73.86416626,73.86416626,73.86416626,73.86416626,500
31/07/2020,74.37658691,74.37658691,73.69494348,74.14874491,4600
03/08/2020,75.11591339,75.19816243,75.06675006,75.16980119,1600
04/08/2020,75.29175568,75.29175568,74.92399003,74.92399003,1600
05/08/2020,75.88358307,75.89776369,75.63304917,75.63304917,1700
06/08/2020,76.4546051,76.4546051,76.04902213,76.04902213,1100
07/08/2020,76.43380737,76.54536253,76.03768053,76.31374096,2700
10/08/2020,76.65409088,76.65409088,76.44515397,76.57845611,7700
11/08/2020,75.93180847,77.070081,75.93180847,76.73918783,10300
12/08/2020,77.18353271,77.32534614,76.73540778,76.73540778,4100
13/08/2020,77.07387543,77.3726206,77.07387543,77.25823073,2600
14/08/2020,77.02471161,77.16463526,76.88951964,76.95664318,10000
17/08/2020,77.45864105,79.27288759,77.36315629,79.27288759,5300
18/08/2020,77.64867401,77.75077303,77.33952063,77.70728628,5300
19/08/2020,77.36599731,77.95310098,77.36599731,77.92095295,5700
20/08/2020,77.78196716,77.78858142,77.08897781,77.08897781,2200
21/08/2020,78.07221985,78.08166879,77.8453155,77.92095028,27200
24/08/2020,78.73493195,78.80016567,78.50708997,78.55435629,5600
25/08/2020,79.14621735,79.14621735,78.77655466,78.80019143,2100
26/08/2020,80.16346741,80.16346741,79.86850187,79.88835185,1100
27/08/2020,80.32229614,80.32229614,80.09539902,80.09539902,1600
28/08/2020,80.92264557,81.00300483,80.36863481,80.38848479,6700
31/08/2020,81.00108337,81.04079054,80.7760761,80.90843332,4200
01/09/2020,81.17977142,81.19206225,80.98407746,81.07861731,1300
02/09/2020,82.52983093,82.55630238,81.45679231,81.64114757,9500
03/09/2020,79.54988861,81.80848034,79.41469668,81.79713441,5900
04/09/2020,79.00154114,79.80230598,77.47658391,79.80230598,2900
08/09/2020,76.40356445,77.31588466,76.36101538,77.0038966,3000
09/09/2020,78.15351868,78.3463852,77.49551198,77.49551198,5100
10/09/2020,76.77416229,78.67727932,76.77416229,78.67727932,2200
11/09/2020,76.65975952,77.35369378,75.93557424,77.35369378,2700
14/09/2020,77.7980423,78.0627568,77.59005027,77.78858615,3900
15/09/2020,78.17050171,78.59215496,78.17050171,78.59215496,2400
16/09/2020,77.80086517,78.53545142,77.80086517,78.16674096,1700
17/09/2020,77.12680054,77.12680054,76.41774073,76.6351817,4200
18/09/2020,76.28913116,77.23968485,75.88310446,77.20173769,6200
21/09/2020,75.29873657,75.29873657,74.39371511,74.67831524,6100
22/09/2020,76.05292511,76.05292511,76.05292511,76.05292511,200
23/09/2020,74.07591248,76.25307948,74.07591248,76.25307948,3300
24/09/2020,74.33679199,74.69727919,73.43936293,73.46402895,5400
25/09/2020,75.48183441,75.48183441,74.27039835,74.27039835,2700
28/09/2020,76.70560455,76.79382467,76.36693167,76.57943003,3100
29/09/2020,76.45704651,76.89816874,76.42289189,76.89816874,1600
30/09/2020,77.26531982,77.26531982,76.32899517,76.32899517,300
01/10/2020,77.48730469,77.80889668,77.18942335,77.80889668,19000
02/10/2020,76.74068451,77.09737915,76.74068451,76.8867771,800
05/10/2020,77.98532867,77.98532867,77.47684537,77.47684537,5700
06/10/2020,76.98165894,78.13142988,76.98165894,77.87528831,5100
07/10/2020,78.52986908,78.52986908,77.74248159,77.81837593,5900
08/10/2020,78.95771027,78.96624349,78.75279702,78.92734819,1600
09/10/2020,79.55252075,79.73466426,79.31725265,79.31725265,10800
12/10/2020,81.04283905,81.31889865,81.04283905,81.21454578,1700
13/10/2020,80.69660187,80.93850692,80.46512632,80.93850692,5500
14/10/2020,80.14923096,80.83985065,80.03349317,80.83985065,4500
15/10/2020,79.89974213,79.95286672,79.14650916,79.14650916,3300
16/10/2020,79.97560883,80.63587352,79.97560883,80.53152063,2400
19/10/2020,78.5962677,80.34180116,78.54883917,80.34180116,2300
20/10/2020,79.02317047,79.45575226,78.8808704,79.19392911,2100
21/10/2020,79.046875,79.22712222,78.80781438,79.20530061,6800
22/10/2020,79.36184692,79.51363561,78.85526701,79.02318125,6000
23/10/2020,79.52785492,79.52785492,79.24135851,79.38365858,1900
26/10/2020,77.97868347,78.909319,77.35352152,78.909319,17800
27/10/2020,77.93219757,78.05552041,77.92744965,77.972041,11700
28/10/2020,75.25604248,76.68945803,75.25604248,76.68945803,10500
29/10/2020,76.31475067,76.6818821,75.54159251,75.54159251,1000
30/10/2020,74.87657928,75.4372318,74.50755162,75.4372318,10500
02/11/2020,75.92198944,75.92198944,75.80720706,75.80720706,1800
03/11/2020,77.63908386,77.63908386,77.06893542,77.06893542,2600
04/11/2020,79.22711945,79.59235456,78.5298557,78.55357358,6500
05/11/2020,80.74023438,80.95842153,80.32282279,80.32282279,8900
06/11/2020,80.73075104,80.96791541,80.52204523,80.96791541,3400
09/11/2020,81.54184723,83.73798415,81.54184723,83.73798415,3500
10/11/2020,81.29045868,81.45172871,80.53152983,81.23353431,10500
11/11/2020,81.79701996,81.94500881,81.58452167,81.94500881,3800
12/11/2020,81.22402954,81.75527524,80.6927766,81.44221664,5900
13/11/2020,81.8976059,82.24860455,81.37584136,81.37584136,3100
16/11/2020,82.8168335,82.97905163,82.49333813,82.89366871,13900
17/11/2020,82.86523438,82.94112871,82.62806999,82.70111992,16100
18/11/2020,82.05887604,82.96009779,82.02092887,82.96009779,2800
19/11/2020,82.27990723,82.27990723,81.5845397,81.5845397,2500
20/11/2020,81.79228973,82.1157779,81.79228973,82.1157779,2600
23/11/2020,82.34819794,82.55215578,81.94596382,82.55215578,20700
24/11/2020,84.07002258,84.07002258,82.92214798,83.34904092,4800
25/11/2020,83.8186264,83.92677184,83.52833748,83.60043202,6300
27/11/2020,84.02261353,84.37361949,84.02261353,84.37361949,1200
30/11/2020,83.56533813,84.17438186,83.15931864,83.72851168,18000
01/12/2020,84.60980988,84.88586953,84.31666929,84.31666929,3500
02/12/2020,84.73786926,84.73786926,84.02258368,84.5633181,4300
03/12/2020,84.56143188,84.877335,84.56143188,84.70562823,1600
04/12/2020,85.39814758,85.39814758,85.1875455,85.26533611,14800
07/12/2020,85.31085205,85.398124,85.04712545,85.398124,4000
08/12/2020,85.57933044,85.6827352,85.25584227,85.25584227,2500
09/12/2020,85.04997253,85.87245534,85.04997253,85.63529102,4900
10/12/2020,84.94373322,84.94373322,84.23129202,84.23129202,3800
11/12/2020,84.70182037,84.70182037,84.08234726,84.54434291,1400
14/12/2020,84.62310028,85.50250042,84.56807218,85.50250042,16900
15/12/2020,85.4446106,85.47591356,84.80996011,85.09360481,1600
16/12/2020,85.74723816,85.9483516,85.41710582,85.9483516,7900
17/12/2020,86.16750336,86.16750336,85.95784943,86.13809666,6200
18/12/2020,86.01418304,86.87416284,85.47419438,86.87416284,5400
21/12/2020,85.5741806,85.76464941,84.5789604,85.41704057,5900
22/12/2020,85.34751892,85.52180653,85.27419126,85.34085607,9100
23/12/2020,85.79797363,86.03606326,85.66464402,85.76750037,4400
24/12/2020,85.81609344,85.81609344,85.62657644,85.77895006,700
28/12/2020,86.57987213,86.7979587,86.53129946,86.7979587,4400
29/12/2020,86.58844757,87.36938138,86.44559232,87.36938138,4200
30/12/2020,86.58939362,87.05510272,86.49320737,87.05510272,1600
31/12/2020,87.08177185,87.08177185,86.46559279,86.86462984,2000
04/01/2021,85.9932251,87.72175842,85.40752655,87.72175842,19000
05/01/2021,86.55512238,86.76464245,85.94084695,86.28369666,11200
06/01/2021,87.24745941,88.00744539,86.73128132,86.73128132,370000
07/01/2021,88.84552765,88.92171807,87.59794031,87.59794031,23900
08/01/2021,89.1407547,89.42646516,88.12363506,89.42646516,14500
11/01/2021,88.5893631,89.00744415,88.39317598,88.7788801,12800
12/01/2021,88.73791504,88.87410016,88.23602167,88.69314971,22600
13/01/2021,88.99029541,89.17886056,88.67887083,88.76934606,7700
14/01/2021,88.63697815,89.19792174,88.63697815,88.97316502,16600
15/01/2021,87.93983459,88.69315057,87.87888806,88.69315057,15000
19/01/2021,88.86458588,88.9026811,88.21698169,88.21698169,12100
20/01/2021,89.85980988,89.85980988,89.23600881,89.60742813,7900
21/01/2021,90.03599548,90.32169874,89.71218974,90.32169874,12200
22/01/2021,89.81693268,89.83598392,89.34837535,89.7978887,12800
25/01/2021,90.016922,90.12168201,89.22646997,90.12168201,7000
26/01/2021,89.84455109,90.07407421,89.80741497,90.05026379,10700
27/01/2021,87.47792816,88.92170971,87.34079122,88.6169553,14600
28/01/2021,88.48364258,89.26457635,88.11221603,88.46459134,12500
29/01/2021,86.72177124,88.03603075,86.33130799,87.52175624,14100
01/02/2021,88.15983582,88.15983582,87.08367321,87.83603738,9400
02/02/2021,89.20742035,89.68359961,89.08361636,89.08361636,45100
03/02/2021,89.52170563,89.76932089,89.23599515,89.51218001,10500
04/02/2021,90.17597961,90.17597961,89.58837741,89.59504753,9100
05/02/2021,90.77883148,91.04549076,90.43598177,91.04549076,10500
08/02/2021,91.35023499,91.3883302,90.7883469,91.3883302,7100
09/02/2021,91.09311676,91.5216753,91.08739848,91.5216753,6800
10/02/2021,90.98930359,91.42643589,90.47407718,91.42643589,5900
11/02/2021,91.1931076,91.1931076,90.65978904,91.09311401,143800
12/02/2021,91.75022125,91.75022125,91.06452918,91.06452918,14300
16/02/2021,91.64072418,92.37880371,91.58929599,92.37880371,13000
17/02/2021,91.66927338,91.66927338,90.77882042,90.77882042,5200
18/02/2021,91.2911911,91.41689877,90.70262983,91.02643553,16900
19/02/2021,90.99786377,91.56451101,90.99786377,91.4168966,4200
22/02/2021,90.35692596,90.90739203,90.00741344,90.00741344,8800
23/02/2021,90.49311066,90.76929552,88.99790795,89.99788738,12100
24/02/2021,91.49881744,91.49881744,90.1598027,90.30170614,24800
25/02/2021,89.38838959,91.48357585,89.25981913,91.48357585,8700
26/02/2021,89.00743866,89.67409407,88.38840408,89.33124438,5400
01/03/2021,90.77215576,91.1026243,90.18835368,90.18835368,7800
02/03/2021,90.09312439,91.08357823,90.09312439,91.08357823,5900
03/03/2021,89.01791382,90.12169421,89.01791382,90.12169421,3900
04/03/2021,87.6550827,89.41694458,86.9503394,89.10933463,8700
05/03/2021,89.53028107,89.53028107,87.29319167,88.58839267,7400
08/03/2021,89.12075806,89.96930837,89.12075806,89.96930837,5100
09/03/2021,90.59597778,91.06454245,89.80742925,89.80742925,4300
10/03/2021,90.88832855,91.29308381,90.88356938,91.29308381,19900
11/03/2021,91.93115997,92.16924959,91.40260074,91.40260074,9300
12/03/2021,91.81974792,91.81974792,91.24547147,91.4026115,2100
15/03/2021,92.58831024,92.58831024,91.46452673,92.08356131,28700
16/03/2021,92.33879089,92.76734938,92.13594094,92.76734938,5500
17/03/2021,92.64163971,92.88353671,91.80737407,91.98831727,4700
18/03/2021,91.40071869,92.47402587,91.40071869,92.35974748,7800
19/03/2021,91.54203796,91.70243298,90.69995686,90.69995686,11700
22/03/2021,92.17692566,92.49485303,91.54680347,91.62604676,5600
23/03/2021,91.43221283,92.2275082,91.40166349,92.2275082,2400
24/03/2021,90.96248627,91.98882469,90.96248627,91.98882469,8500
25/03/2021,91.38545227,91.38545227,90.20539813,90.71904091,7100
26/03/2021,92.60940552,92.60940552,91.5305563,91.71195122,5800
29/03/2021,92.70108032,92.99609204,92.19984229,92.52350222,3900
30/03/2021,92.33921051,92.61894748,92.33921051,92.44709469,47900
31/03/2021,92.98461151,93.32545446,92.86717792,92.89868876,4400
01/04/2021,93.92790985,93.92790985,93.61189819,93.63098971,68700
05/04/2021,95.41728973,95.42587764,94.90077711,95.33040548,105600
06/04/2021,95.13851166,95.52899551,95.06308522,95.06308522,78800
07/04/2021,95.42970276,95.47361835,95.35904739,95.43542803,154900
08/04/2021,95.77722931,95.83641958,95.5070417,95.5070417,10200
09/04/2021,96.59925079,96.59925079,95.86506137,95.92138899,61100
12/04/2021,96.43217468,96.53815046,96.29469535,96.29469535,11100
13/04/2021,96.82933044,96.94390139,96.4617623,96.4617623,5600
14/04/2021,96.40925598,97.03937803,96.39970658,97.03937803,8000
15/04/2021,97.41840363,97.41840363,96.81978518,96.81978518,6400
16/04/2021,97.73825836,97.8222727,97.63132837,97.72106798,5100
19/04/2021,97.1147995,97.82225636,97.03937308,97.82225636,14900
20/04/2021,96.51046753,97.10622348,96.27560031,97.10622348,5300
21/04/2021,97.43273926,97.43273926,96.18012148,96.18012148,7300
22/04/2021,96.50663757,97.58357835,96.2374042,97.58357835,8800
23/04/2021,97.51483917,97.56448732,96.56201147,96.56201147,2700
26/04/2021,97.62081909,97.80317551,97.52630114,97.80317551,7900
27/04/2021,97.72678375,97.8318053,97.35920833,97.8318053,4600
28/04/2021,97.6217804,97.82227413,97.43083606,97.82227413,16100
29/04/2021,98.29008484,98.29008484,97.38785946,97.75543492,14000
30/04/2021,97.46710968,97.76499129,97.35445442,97.76499129,3400
03/05/2021,97.5692749,98.25191514,97.5692749,98.25191514,4700
04/05/2021,96.92098999,97.41172429,96.19921264,97.41172429,6500
05/05/2021,97.11577606,97.51676355,97.11577606,97.28762888,4500
06/05/2021,97.82801056,97.82801056,96.8389008,97.39264959,2300
07/05/2021,98.61469269,98.7149359,98.21370527,98.33781834,4100
10/05/2021,97.67237854,98.88202767,97.67237854,98.88202767,4600
11/05/2021,96.61740112,96.61930955,95.91280673,96.5524783,10700
12/05/2021,94.64489746,96.4569817,94.61434084,95.83640181,12300
13/05/2021,95.83164215,96.1438442,94.88167705,94.88167705,5100
14/05/2021,97.22554779,97.3448898,96.66702806,96.66702806,31400
17/05/2021,96.89044952,97.15395765,96.55246918,97.15395765,4700
18/05/2021,95.92234802,96.92481667,95.92234802,96.88663363,65300
19/05/2021,95.64450836,95.64450836,94.42340153,94.42340153,11200
20/05/2021,96.80070496,97.03938901,95.60728468,95.60728468,33800
21/05/2021,96.8770752,97.31625294,96.73386332,96.85797639,27100
24/05/2021,97.77165985,98.02275592,97.59312758,97.59312758,14400
25/05/2021,97.51675415,97.82226944,97.46901443,97.82226944,22300
26/05/2021,97.65901184,97.86045978,97.34490136,97.34490136,55800
27/05/2021,97.822258,98.07049142,97.72678584,98.0323011,3000
28/05/2021,97.91583252,98.12682986,97.91583252,98.12682986,2900
01/06/2021,97.67905426,98.69107954,97.67905426,98.69107954,3900
02/06/2021,97.95592499,97.97024545,97.86522389,97.97024545,1600
03/06/2021,97.64278412,97.74588998,97.16159189,97.16159189,2500
04/06/2021,98.54787445,98.54787445,98.40466256,98.40466256,1100
07/06/2021,98.61660767,98.7101714,98.36169474,98.7101714,1600
08/06/2021,98.66436005,98.71973347,98.55169749,98.71973347,2600
09/06/2021,98.52590179,98.80563878,98.52590179,98.62424387,2800
10/06/2021,99.02333069,99.12930646,98.60515286,98.60515286,2200
11/06/2021,99.07774353,99.39757926,98.83619686,99.39757926,2200
14/06/2021,99.28205872,99.37848509,98.89634594,99.37848509,2800
15/06/2021,99.0825119,99.15315998,99.05673362,99.15315998,1300
16/06/2021,98.63570404,99.25437561,98.54787285,99.25437561,2100
17/06/2021,98.60419464,98.67198009,98.3378239,98.3378239,3300
18/06/2021,97.43575287,97.72499244,97.35434578,97.63209147,5300
21/06/2021,98.47010803,98.52278406,97.40222194,97.40222194,6000
22/06/2021,99.13382721,99.30813526,98.41743612,98.64729184,3200
23/06/2021,99.1931839,99.34642589,98.92501773,98.92501773,2400
24/06/2021,99.86362457,99.88278348,99.77743141,99.88278348,3200
25/06/2021,100.0714417,100.0838927,99.94023019,99.94023019,1900
28/06/2021,100.4583817,100.4583817,100.0360162,100.4191139,1800
29/06/2021,100.4526215,100.572339,100.3798293,100.572339,4200
30/06/2021,100.638443,100.638443,100.1222193,100.1222193,2300
01/07/2021,101.0177155,101.0225088,100.8213768,100.8501152,2100
02/07/2021,101.8653107,101.9898143,101.3960197,101.4439024,69900
06/07/2021,101.5492325,102.1143032,101.0990932,102.1143032,7700
07/07/2021,101.9064789,102.0664214,101.7695241,102.0664214,3600
08/07/2021,101.0493088,101.2906584,100.5053113,100.7160154,7100
09/07/2021,102.3058548,102.3058548,101.894026,101.894026,2800
12/07/2021,102.684166,102.684166,102.4265364,102.4591036,3700
13/07/2021,102.3729019,102.7559997,102.3633225,102.7559997,3600
14/07/2021,102.2005157,102.5050781,102.1047431,102.3729094,2800
15/07/2021,101.8557281,102.2005154,101.5300998,102.2005154,4500
16/07/2021,101.133606,101.7120779,101.133606,101.7120779,5100
19/07/2021,99.48053741,99.89715232,99.15490175,99.64335159,9800
20/07/2021,101.2236252,101.3768599,99.76785511,99.76785511,2700
21/07/2021,102.056839,102.13346,101.6545897,101.7216312,9800
22/07/2021,102.2292404,102.2292404,101.8365705,101.8365705,2600
23/07/2021,103.2731705,103.2731705,102.554865,102.8804933,3200
26/07/2021,103.7041626,103.7041626,103.2540233,103.3689548,4400
27/07/2021,102.9753189,103.5604985,102.5261441,103.5604985,7600
28/07/2021,103.0366287,103.3689649,102.8422045,103.3689649,1400
29/07/2021,103.3402176,103.6323288,103.3402176,103.5030317,4600
30/07/2021,102.8805008,103.0050118,102.7655766,103.0050118,2400
02/08/2021,102.6180954,103.3114988,102.6180954,102.9954426,5900
03/08/2021,103.6945724,103.6945724,102.5041045,103.1390884,2600
04/08/2021,103.0624695,103.3689462,103.0624695,103.3689462,4400
05/08/2021,103.5921021,103.6227475,103.4934505,103.4934505,4300
06/08/2021,103.7137527,103.8095254,103.5700902,103.5700902,1300
09/08/2021,103.799942,103.8095215,103.6083968,103.6083968,4200
10/08/2021,103.7137527,103.8765669,103.5700902,103.5700902,4700
11/08/2021,104.1159897,104.1159897,103.7903614,103.8765545,4500
12/08/2021,104.4291687,104.4703508,103.9723216,103.9723216,3300
13/08/2021,104.5431442,104.5450587,104.4607799,104.4607799,3300
16/08/2021,104.7883301,104.7883301,103.8190955,104.2500759,2400
17/08/2021,103.9665909,104.2883904,103.2731875,104.2883904,2900
18/08/2021,103.2157135,104.0393711,103.2157135,104.0393711,124200
19/08/2021,102.9954453,103.301922,102.4016433,102.4016433,4700
